   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 snowball.py:134(PorterStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:151(_ScandinavianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:1670(GermanStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:1817(HungarianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:194(_StandardStemmer)
        1    0.000    0.000    0.028    0.028 snowball.py:20(<module>)
        1    0.000    0.000    0.000    0.000 snowball.py:2092(ItalianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:2326(NorwegianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:2412(PortugueseStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:2622(RomanianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:286(DanishStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:2878(RussianStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:31(SnowballStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:3318(SpanishStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:3561(SwedishStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:403(DutchStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:580(EnglishStemmer)
        1    0.000    0.000    0.000    0.000 snowball.py:95(_LanguageSpecificStemmer)
        1    0.000    0.000    0.001    0.001 socialpagerank.py:1(<module>)
        1    0.000    0.000 20540.655 20540.655 socialpagerank.py:11(query_expansion)
  3655776   89.155    0.000 11545.009    0.003 socialpagerank.py:27(simstep)
       48   12.657    0.264 20538.072  427.876 socialpagerank.py:38(rank)
  1827888   40.334    0.000 15226.328    0.008 socialpagerank.py:47(sim)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 socket.py:139(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:409(_real_close)
        1    0.000    0.000    0.000    0.000 socket.py:413(close)
        1    0.000    0.000    0.004    0.004 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
      336    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      337    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      338    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      339    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 socks.py:23(<module>)
        1    0.000    0.000    0.000    0.000 spearman.py:7(<module>)
     1068    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
      624    0.001    0.000    0.012    0.000 sre_compile.py:223(_compile_charset)
      624    0.006    0.000    0.008    0.000 sre_compile.py:250(_optimize_charset)
      123    0.000    0.000    0.001    0.000 sre_compile.py:376(_mk_bitmap)
      123    0.001    0.000    0.001    0.000 sre_compile.py:378(<listcomp>)
       26    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
      647    0.001    0.000    0.001    0.000 sre_compile.py:388(_simple)
       78    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
  303/222    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
      144    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
      263    0.001    0.000    0.005    0.000 sre_compile.py:482(_compile_info)
      526    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
      263    0.000    0.000    0.099    0.000 sre_compile.py:542(_code)
      263    0.001    0.000    0.162    0.001 sre_compile.py:557(compile)
 3221/263    0.023    0.000    0.094    0.000 sre_compile.py:64(_compile)
        3    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
     3229    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
     2341    0.001    0.000    0.001    0.000 sre_parse.py:159(__len__)
       16    0.000    0.000    0.000    0.000 sre_parse.py:161(__delitem__)
    15065    0.005    0.000    0.008    0.000 sre_parse.py:163(__getitem__)
      647    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
     9778    0.003    0.000    0.003    0.000 sre_parse.py:171(append)
4169/1251    0.006    0.000    0.009    0.000 sre_parse.py:173(getwidth)
      287    0.000    0.000    0.001    0.000 sre_parse.py:223(__init__)
    23140    0.009    0.000    0.009    0.000 sre_parse.py:232(__next)
     5979    0.002    0.000    0.003    0.000 sre_parse.py:248(match)
    19797    0.006    0.000    0.013    0.000 sre_parse.py:253(get)
       10    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
       37    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
       14    0.000    0.000    0.000    0.000 sre_parse.py:282(pos)
     2233    0.001    0.000    0.001    0.000 sre_parse.py:285(tell)
        2    0.000    0.000    0.000    0.000 sre_parse.py:287(seek)
      419    0.001    0.000    0.001    0.000 sre_parse.py:294(_class_escape)
     1600    0.001    0.000    0.001    0.000 sre_parse.py:342(_escape)
  718/263    0.003    0.000    0.058    0.000 sre_parse.py:407(_parse_sub)
        4    0.000    0.000    0.000    0.000 sre_parse.py:451(<listcomp>)
 2492/291    0.018    0.000    0.056    0.000 sre_parse.py:469(_parse)
      263    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       14    0.000    0.000    0.000    0.000 sre_parse.py:782(_parse_flags)
     1206    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      263    0.000    0.000    0.001    0.000 sre_parse.py:829(fix_flags)
      333    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
      263    0.001    0.000    0.061    0.000 sre_parse.py:845(parse)
       24    0.000    0.000    0.000    0.000 sre_parse.py:877(parse_template)
       41    0.000    0.000    0.000    0.000 sre_parse.py:886(addgroup)
      333    0.000    0.000    0.007    0.000 sre_parse.py:96(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:964(expand_template)
        3    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
       98    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       98    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
       98    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       98    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       98    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
       98    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:215(CertificateError)
        1    0.000    0.000    0.000    0.000 ssl.py:349(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:354(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:370(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:377(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:561(SSLObject)
        1    0.000    0.000    0.000    0.000 ssl.py:712(SSLSocket)
        1    0.000    0.000    0.005    0.005 ssl.py:91(<module>)
        1    0.000    0.000    0.000    0.000 ssl_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stack_decoder.py:330(_Hypothesis)
        1    0.000    0.000    0.000    0.000 stack_decoder.py:43(<module>)
        1    0.000    0.000    0.000    0.000 stack_decoder.py:438(_Stack)
        1    0.000    0.000    0.000    0.000 stack_decoder.py:50(StackDecoder)
        1    0.000    0.000    0.000    0.000 stanford.py:10(<module>)
        1    0.000    0.000    0.000    0.000 stanford.py:116(StanfordPOSTagger)
        1    0.000    0.000    0.000    0.000 stanford.py:144(StanfordNERTagger)
        1    0.000    0.000    0.000    0.000 stanford.py:18(<module>)
        1    0.000    0.000    0.000    0.000 stanford.py:24(StanfordTokenizer)
        1    0.000    0.000    0.000    0.000 stanford.py:31(StanfordTagger)
        1    0.000    0.000    0.000    0.000 stanford_segmenter.py:12(<module>)
        1    0.000    0.000    0.000    0.000 stanford_segmenter.py:26(StanfordSegmenter)
        1    0.000    0.000    0.000    0.000 status_codes.py:3(<module>)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:169(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.002    0.002 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 string_category.py:18(<module>)
        1    0.000    0.000    0.000    0.000 string_category.py:29(StringCategoryCorpusReader)
        1    0.000    0.000    0.000    0.000 stringprep.py:6(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:15(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 structures.py:8(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1144(_get_handles)
        1    0.000    0.000    0.001    0.001 subprocess.py:1198(_execute_child)
        1    0.000    0.000    0.000    0.000 subprocess.py:1240(<listcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1330(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 subprocess.py:1348(_internal_poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:1383(_try_wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:1396(wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:203(_cleanup)
        1    0.000    0.000    0.000    0.000 subprocess.py:339(CompletedProcess)
        1    0.000    0.000    0.002    0.002 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:540(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.001    0.001 subprocess.py:586(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:738(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:741(__exit__)
        1    0.000    0.000    0.000    0.000 subprocess.py:753(__del__)
        2    0.000    0.000    0.000    0.000 subprocess.py:768(_get_devnull)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 switchboard.py:17(SwitchboardTurn)
        1    0.000    0.000    0.000    0.000 switchboard.py:41(SwitchboardCorpusReader)
        1    0.000    0.000    0.000    0.000 switchboard.py:7(<module>)
        1    0.000    0.000    0.000    0.000 table.py:10(<module>)
        1    0.000    0.000    0.000    0.000 table.py:24(MultiListbox)
        1    0.000    0.000    0.000    0.000 table.py:537(Table)
        1    0.000    0.000    0.000    0.000 tableau.py:11(<module>)
        1    0.000    0.000    0.000    0.000 tableau.py:29(ProverParseError)
        1    0.000    0.000    0.000    0.000 tableau.py:31(TableauProver)
        1    0.000    0.000    0.000    0.000 tableau.py:320(TableauProverCommand)
        1    0.000    0.000    0.000    0.000 tableau.py:337(Agenda)
        1    0.000    0.000    0.000    0.000 tableau.py:475(Debug)
        1    0.000    0.000    0.000    0.000 tableau.py:508(Categories)
        1    0.000    0.000    0.000    0.000 tadm.py:7(<module>)
        1    0.000    0.000    0.001    0.001 tagged.py:12(<module>)
        1    0.000    0.000    0.000    0.000 tagged.py:172(CategorizedTaggedCorpusReader)
        1    0.000    0.000    0.000    0.000 tagged.py:217(TaggedCorpusView)
        1    0.000    0.000    0.000    0.000 tagged.py:24(TaggedCorpusReader)
        1    0.000    0.000    0.000    0.000 tagged.py:261(MacMorphoCorpusReader)
        1    0.000    0.000    0.000    0.000 tagged.py:282(TimitTaggedCorpusReader)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.008    0.008 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.001    0.001 template.py:11(<module>)
        1    0.000    0.000    0.000    0.000 template.py:16(BrillTemplateI)
        1    0.000    0.000    0.000    0.000 template.py:66(Template)
        1    0.000    0.000    0.000    0.000 termui.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:118(ConcordanceIndex)
        1    0.000    0.000    0.000    0.000 text.py:15(<module>)
        1    0.000    0.000    0.000    0.000 text.py:205(TokenSearcher)
        1    0.000    0.000    0.000    0.000 text.py:261(Text)
        1    0.000    0.000    0.000    0.000 text.py:32(ContextIndex)
        1    0.000    0.000    0.000    0.000 text.py:538(TextCollection)
        1    0.000    0.000    0.000    0.000 textcat.py:29(<module>)
        1    0.000    0.000    0.000    0.000 textcat.py:54(TextCat)
        1    0.000    0.000    0.000    0.000 texttiling.py:24(TextTilingTokenizer)
        1    0.000    0.000    0.000    0.000 texttiling.py:369(TokenTableField)
        1    0.000    0.000    0.000    0.000 texttiling.py:382(TokenSequence)
        1    0.000    0.000    0.000    0.000 texttiling.py:9(<module>)
        4    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        4    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        4    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        4    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        4    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        4    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        4    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        4    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        4    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
        1    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.003    0.003 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        3    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:18(Timeout)
        1    0.000    0.000    0.000    0.000 timit.py:120(<module>)
        1    0.000    0.000    0.000    0.000 timit.py:136(TimitCorpusReader)
        1    0.000    0.000    0.000    0.000 timit.py:420(SpeakerInfo)
        1    0.000    0.000    0.000    0.000 tnt.py:14(<module>)
        1    0.000    0.000    0.000    0.000 tnt.py:23(TnT)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:22(TokenEndpoint)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 token.py:8(<module>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
        1    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokens.py:222(TokenBase)
        1    0.000    0.000    0.000    0.000 tokens.py:234(BearerToken)
        1    0.000    0.000    0.000    0.000 tokens.py:26(OAuth2Token)
        1    0.000    0.000    0.001    0.001 tokens.py:9(<module>)
        1    0.000    0.000    0.004    0.004 toktok.py:22(<module>)
        1    0.000    0.000    0.004    0.004 toktok.py:29(ToktokTokenizer)
        1    0.000    0.000    0.000    0.000 toolbox.py:12(<module>)
        1    0.000    0.000    0.000    0.000 toolbox.py:13(<module>)
        1    0.000    0.000    0.000    0.000 toolbox.py:136(ToolboxData)
        1    0.000    0.000    0.000    0.000 toolbox.py:22(StandardFormat)
        1    0.000    0.000    0.000    0.000 toolbox.py:25(ToolboxCorpusReader)
        1    0.000    0.000    0.000    0.000 toolbox.py:314(ToolboxSettings)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
        1    0.000    0.000    0.000    0.000 transitionparser.py:177(Transition)
        1    0.000    0.000    0.000    0.000 transitionparser.py:280(TransitionParser)
        1    0.000    0.000    0.000    0.000 transitionparser.py:30(Configuration)
        1    0.000    0.000    0.000    0.000 transitionparser.py:9(<module>)
        1    0.000    0.000    0.002    0.002 tree.py:10(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:1110(ParentedTree)
        1    0.000    0.000    0.000    0.000 tree.py:1229(MultiParentedTree)
        1    0.000    0.000    0.000    0.000 tree.py:1393(ImmutableParentedTree)
        1    0.000    0.000    0.000    0.000 tree.py:1396(ImmutableMultiParentedTree)
        1    0.000    0.000    0.000    0.000 tree.py:1404(ProbabilisticTree)
        1    0.000    0.000    0.000    0.000 tree.py:1445(ImmutableProbabilisticTree)
        1    0.000    0.000    0.000    0.000 tree.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:26(TreeSegmentWidget)
        1    0.000    0.000    0.000    0.000 tree.py:32(Tree)
        1    0.000    0.000    0.000    0.000 tree.py:449(TreeWidget)
        1    0.000    0.000    0.000    0.000 tree.py:753(TreeView)
        1    0.000    0.000    0.000    0.000 tree.py:829(ImmutableTree)
        1    0.000    0.000    0.000    0.000 tree.py:881(AbstractParentedTree)
        1    0.000    0.000    0.003    0.003 treebank.py:17(<module>)
        1    0.000    0.000    0.003    0.003 treebank.py:23(TreebankWordTokenizer)
        1    0.000    0.000    0.000    0.000 treebank.py:96(tokenize)
        1    0.000    0.000    0.000    0.000 treetransforms.py:108(<module>)
        1    0.000    0.000    0.000    0.000 twitter.py:11(<module>)
        1    0.000    0.000    0.000    0.000 twitter.py:23(TwitterCorpusReader)
        1    0.000    0.000    0.078    0.078 twitter_utils.py:2(<module>)
        1    0.000    0.000    0.002    0.002 types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:10(ParamType)
        1    0.000    0.000    0.000    0.000 types.py:106(StringParamType)
        1    0.000    0.000    0.000    0.000 types.py:128(Choice)
      270    0.000    0.000    0.000    0.000 types.py:135(__get__)
        1    0.000    0.000    0.000    0.000 types.py:136(__init__)
        1    0.000    0.000    0.000    0.000 types.py:165(IntParamType)
        1    0.000    0.000    0.000    0.000 types.py:178(IntRange)
        1    0.000    0.000    0.000    0.000 types.py:217(BoolParamType)
        1    0.000    0.000    0.000    0.000 types.py:234(FloatParamType)
        1    0.000    0.000    0.000    0.000 types.py:248(UUIDParameterType)
        1    0.000    0.000    0.000    0.000 types.py:264(File)
        1    0.000    0.000    0.000    0.000 types.py:342(Path)
        1    0.000    0.000    0.000    0.000 types.py:372(__init__)
        1    0.000    0.000    0.000    0.000 types.py:445(Tuple)
        6    0.000    0.000    0.000    0.000 types.py:477(convert_type)
        1    0.000    0.000    0.000    0.000 types.py:71(CompositeParamType)
        1    0.000    0.000    0.000    0.000 types.py:79(FuncParamType)
        1    0.000    0.000    0.000    0.000 types.py:96(UnprocessedParamType)
        1    0.000    0.000    0.010    0.010 typing.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:1010(_abc_negative_cache)
       91    0.000    0.000    0.000    0.000 typing.py:1016(_abc_negative_cache)
        8    0.000    0.000    0.000    0.000 typing.py:1024(_abc_negative_cache_version)
       91    0.000    0.000    0.000    0.000 typing.py:1030(_abc_negative_cache_version)
       58    0.000    0.000    0.000    0.000 typing.py:1038(_get_type_vars)
    52/44    0.000    0.000    0.000    0.000 typing.py:1074(_subs_tree)
      218    0.000    0.000    0.000    0.000 typing.py:1080(__eq__)
      204    0.000    0.000    0.000    0.000 typing.py:1087(__hash__)
       44    0.000    0.000    0.006    0.000 typing.py:1090(__getitem__)
      107    0.000    0.000    0.000    0.000 typing.py:1098(<genexpr>)
       16    0.000    0.000    0.000    0.000 typing.py:1101(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:113(TypingMeta)
     17/7    0.000    0.000    0.000    0.000 typing.py:1136(__subclasscheck__)
1145/1101    0.001    0.000    0.002    0.000 typing.py:1161(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:1192(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:1222(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:1229(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1233(TupleMeta)
        5    0.000    0.000    0.001    0.000 typing.py:1236(__getitem__)
       17    0.000    0.000    0.000    0.000 typing.py:1251(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1267(Tuple)
       98    0.000    0.000    0.006    0.000 typing.py:128(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1286(CallableMeta)
       98    0.000    0.000    0.000    0.000 typing.py:134(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1343(Callable)
        1    0.000    0.000    0.000    0.000 typing.py:1363(_ClassVar)
        1    0.000    0.000    0.000    0.000 typing.py:1382(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:155(_TypingBase)
       14    0.000    0.000    0.000    0.000 typing.py:160(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1609(_ProtocolMeta)
       17    0.000    0.000    0.000    0.000 typing.py:163(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1676(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1696(Awaitable)
        1    0.000    0.000    0.000    0.000 typing.py:1703(Coroutine)
        1    0.000    0.000    0.000    0.000 typing.py:1712(AsyncIterable)
        1    0.000    0.000    0.000    0.000 typing.py:1715(AsyncIterator)
        1    0.000    0.000    0.000    0.000 typing.py:1723(Iterable)
        1    0.000    0.000    0.000    0.000 typing.py:1727(Iterator)
        1    0.000    0.000    0.000    0.000 typing.py:1731(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1739(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1747(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1755(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1763(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1771(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1780(Reversible)
        1    0.000    0.000    0.000    0.000 typing.py:1794(Container)
        1    0.000    0.000    0.000    0.000 typing.py:1799(Collection)
        1    0.000    0.000    0.000    0.000 typing.py:1809(AbstractSet)
        1    0.000    0.000    0.000    0.000 typing.py:1818(MutableSet)
        1    0.000    0.000    0.000    0.000 typing.py:1824(Mapping)
        1    0.000    0.000    0.000    0.000 typing.py:1833(MutableMapping)
        1    0.000    0.000    0.000    0.000 typing.py:1839(Sequence)
        1    0.000    0.000    0.000    0.000 typing.py:1852(MutableSequence)
        1    0.000    0.000    0.000    0.000 typing.py:1856(ByteString)
        1    0.000    0.000    0.000    0.000 typing.py:1860(List)
        1    0.000    0.000    0.000    0.000 typing.py:1871(Deque)
        1    0.000    0.000    0.000    0.000 typing.py:1881(Set)
        1    0.000    0.000    0.000    0.000 typing.py:1892(FrozenSet)
        1    0.000    0.000    0.000    0.000 typing.py:1902(MappingView)
        1    0.000    0.000    0.000    0.000 typing.py:1906(KeysView)
        1    0.000    0.000    0.000    0.000 typing.py:1911(ItemsView)
        1    0.000    0.000    0.000    0.000 typing.py:1918(ValuesView)
        1    0.000    0.000    0.000    0.000 typing.py:192(_FinalTypingBase)
        1    0.000    0.000    0.000    0.000 typing.py:1923(ContextManager)
        1    0.000    0.000    0.000    0.000 typing.py:1928(Dict)
        1    0.000    0.000    0.000    0.000 typing.py:1939(DefaultDict)
        1    0.000    0.000    0.000    0.000 typing.py:1950(Counter)
        1    0.000    0.000    0.000    0.000 typing.py:1964(ChainMap)
        1    0.000    0.000    0.000    0.000 typing.py:1984(Generator)
        1    0.000    0.000    0.000    0.000 typing.py:1996(AsyncGenerator)
        1    0.000    0.000    0.000    0.000 typing.py:2008(Type)
        6    0.000    0.000    0.000    0.000 typing.py:201(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:2059(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:2061(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:2092(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:211(_ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:2167(IO)
        1    0.000    0.000    0.000    0.000 typing.py:2263(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:2277(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:2307(io)
        1    0.000    0.000    0.000    0.000 typing.py:2326(re)
        1    0.000    0.000    0.000    0.000 typing.py:264(_TypeAlias)
        2    0.000    0.000    0.000    0.000 typing.py:275(__init__)
   129/84    0.000    0.000    0.000    0.000 typing.py:331(_get_type_vars)
       84    0.000    0.000    0.000    0.000 typing.py:337(_type_vars)
       83    0.000    0.000    0.000    0.000 typing.py:349(_type_check)
        1    0.000    0.000    0.000    0.000 typing.py:399(_Any)
        1    0.000    0.000    0.000    0.000 typing.py:423(TypeVar)
        9    0.000    0.000    0.000    0.000 typing.py:468(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:482(<genexpr>)
       85    0.000    0.000    0.000    0.000 typing.py:488(_get_type_vars)
    82/67    0.000    0.000    0.000    0.000 typing.py:523(_replace_arg)
    54/46    0.000    0.000    0.000    0.000 typing.py:550(_subs_tree)
        4    0.000    0.000    0.000    0.000 typing.py:583(_remove_dups_flatten)
       16    0.000    0.000    0.000    0.000 typing.py:616(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:621(<genexpr>)
       32    0.000    0.000    0.000    0.000 typing.py:624(_check_generic)
